id,url,name,category,review_count,blog_review_count,address,phone_number,operation_info
원할머니보쌈 수원천천배달점,경기 수원시 장안구 정자로 28
르블랑제리 다움,경기 수원시 장안구 천천로 100
밥은화 수원성균관대점,경기 수원시 장안구 서부로2106번길 26-6
카페인24 수원율전점,경기 수원시 장안구 상률로12번길 70-15
솥뚜껑구이,경기 수원시 장안구 덕영대로445번길 12-12
카페에비뉴,경기 수원시 장안구 하률로12번길 5
카페셀,경기 수원시 장안구 덕영대로381번길 19-22
페리카나 성대1점,경기 수원시 장안구 율전로85번길 15
텐퍼센트커피 수원율전점,경기 수원시 장안구 서부로2181번길 40
응급실국물떡볶이 수원천천점,경기 수원시 장안구 하률로 51-19
샐러디치오도씨 수원성대점,경기 수원시 장안구 서부로2106번길 21
피자에땅 성대점,경기 수원시 장안구 하률로12번길 4
돈우정숯불구이,경기 수원시 장안구 정자로 22-1
코아김밥,경기 수원시 장안구 서부로 2095
풍어생선구이정식,경기 수원시 장안구 천천로210번길 17-12
모닝사이드,경기 수원시 장안구 화산로 211
크로앙쥬 성대점,경기 수원시 장안구 율전로 92
요거트아이스크림의정석 수원성대점,경기 수원시 장안구 덕영대로511번길 29-8
두끼 수원천천점,경기 수원시 장안구 만석로19번길 25-6
조춘식동태탕회냉면,경기 수원시 장안구 서부로 2185
낭만가득한 20세기포장마차,경기 수원시 장안구 서부로 2095
카페프롬미,경기 수원시 장안구 덕영대로497번길 8-9
참숯풍천장어직판장,경기 수원시 장안구 일월로 86
호끼펍,경기 수원시 장안구 화산로233번길 53
북수원온천식당 팔각정,경기 수원시 장안구 서부로 2139
불여우닭발 수원성대점,경기 수원시 장안구 서부로2123번길 20
테라스비어,경기 수원시 장안구 서부로2136번길 11
커피먹고놀자,경기 수원시 장안구 율전로98번길 7
S바,경기 수원시 장안구 서부로2123번길 10
호세야오리바베큐 율전점,경기 수원시 장안구 율전로85번길 26-2
노모어피자 정자천천점,경기 수원시 장안구 만석로19번길 11-7
덮덮밥 수원성대점,경기 수원시 장안구 서부로2181번길 16
쟌비어스,경기 수원시 장안구 덕영대로511번길 29-18
감동낙곱새 수원1호점,경기 수원시 장안구 서부로2136번길 27
따봉치킨,경기 수원시 장안구 화산로233번길 17
편백회관 천천점,경기 수원시 장안구 만석로19번길 11-7
굽네치킨 수원정자3동점,경기 수원시 장안구 정자로 39
도다케밥,경기 수원시 장안구 서부로2123번길 28
프렌즈과자점,경기 수원시 장안구 덕영대로425번길 27
불티 천천점,경기 수원시 장안구 덕영대로511번길 29-17
횡성생고기,경기 수원시 장안구 덕영대로417번길 52-50
옥상,경기 수원시 장안구 화산로233번길 38
